ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""1983.6791""","=""6.4e+07""","=""3.2e-02""",D+,"=""9.899523""","=""16.149738""","=""3d5.(2I).4s""","=""3I""","=""6""","=""3d5.(2I).4p""","=""3I*""","=""5""",13,11,,"=""u45""","=""L11223""",
"=""1984.0353""","=""3.3e+08""","=""2.5e-01""",C+,"=""10.214200""","=""16.463293""","=""3d5.(a 2D).4s""","=""3D""","=""3""","=""3d5.(a 2D).4p""","=""3F*""","=""4""",7,9,,"=""u45""","=""L11223""",
"=""1984.2975""","=""4.24e+08""","=""2.50e-01""",B,"=""9.901471""","=""16.149738""","=""3d5.(2I).4s""","=""3I""","=""5""","=""3d5.(2I).4p""","=""3I*""","=""5""",11,11,,"=""u45""","=""L11223""",
"=""1984.371""","=""3.6e+00""","=""""",D+,"=""2.516952""","=""8.764989""","=""3d6""","=""3H""","=""5""","=""3d5.(4G).4s""","=""3G""","=""5""",11,11,E2,"=""u45""","=""""",
"=""1984.460""","=""4.2e+07""","=""8.e-03""",D,"=""8.652674""","=""14.900428""","=""3d5.(4D).4s""","=""5D""","=""1""","=""3d5.(4P).4p""","=""3P*""","=""0""",3,1,,"=""T6105""","=""L11223""",
"=""1985.1061""","=""1.1e+08""","=""6.7e-02""",D+,"=""8.247838""","=""14.493559""","=""3d5.(4P).4s""","=""5P""","=""2""","=""3d5.(4G).4p""","=""5F*""","=""2""",5,5,,"=""u45""","=""L11223""",
"=""1987.0018""","=""1.2e+08""","=""7.e-02""",D+,"=""11.211120""","=""17.450883""","=""3d5.(4F).4s""","=""3F""","=""2""","=""3d5.(a 2G).4p""","=""3F*""","=""2""",5,5,,"=""u45""","=""L11223""",
"=""1987.509""","=""5.68e+08""","=""3.36e-01""",B,"=""7.863790""","=""14.101961""","=""3d5.(4G).4s""","=""5G""","=""6""","=""3d5.(4G).4p""","=""5G*""","=""6""",13,13,,"=""u45""","=""L11223""",
"=""1989.4127""","=""3.0e+06""","=""1.3e-03""",D,"=""10.498000""","=""16.730201""","=""3d5.(a 2F).4s""","=""3F""","=""3""","=""3d5.(4F).4p""","=""5G*""","=""2""",7,5,,"=""T6105""","=""L11223""",
"=""1989.9884""","=""7.3e+07""","=""3.6e-02""",D+,"=""7.863790""","=""14.094188""","=""3d5.(4G).4s""","=""5G""","=""6""","=""3d5.(4G).4p""","=""5G*""","=""5""",13,11,,"=""u45""","=""L11223""",
"=""1990.153""","=""3.7e+00""","=""""",D+,"=""2.539410""","=""8.769293""","=""3d6""","=""3H""","=""4""","=""3d5.(4G).4s""","=""3G""","=""4""",9,9,E2,"=""u45""","=""""",
"=""1990.298""","=""6.7e+01""","=""""",C,"=""2.539410""","=""8.768839""","=""3d6""","=""3H""","=""4""","=""3d5.(4G).4s""","=""3G""","=""3""",9,7,E2,"=""u45""","=""""",
"=""1990.6681""","=""7.e+06""","=""1.2e-02""",D,"=""8.647644""","=""14.875914""","=""3d5.(4D).4s""","=""5D""","=""0""","=""3d5.(4P).4p""","=""3P*""","=""1""",1,3,,"=""T6105""","=""L11223""",
"=""1991.6177""","=""4.90e+08""","=""2.92e-01""",B,"=""7.868887""","=""14.094188""","=""3d5.(4G).4s""","=""5G""","=""5""","=""3d5.(4G).4p""","=""5G*""","=""5""",11,11,,"=""u45""","=""L11223""",
"=""1992.022""","=""2.6e+08""","=""1.58e-01""",C+,"=""9.898941""","=""16.122980""","=""3d5.(2I).4s""","=""3I""","=""7""","=""3d5.(2I).4p""","=""3K*""","=""7""",15,15,,"=""u45""","=""L11223""",
"=""1992.208""","=""2.85e+08""","=""1.95e-01""",B,"=""9.899523""","=""16.122980""","=""3d5.(2I).4s""","=""3I""","=""6""","=""3d5.(2I).4p""","=""3K*""","=""7""",13,15,,"=""u45""","=""L11223""",
"=""1992.8711""","=""3.8e+08""","=""3.2e-01""",C+,"=""10.460565""","=""16.681951""","=""3d5.(a 2F).4s""","=""3F""","=""2""","=""3d5.(a 2F).4p""","=""3G*""","=""3""",5,7,,"=""u45""","=""L11223""",
"=""1993.2743""","=""1.1e+08""","=""5.6e-02""",D+,"=""7.868887""","=""14.089014""","=""3d5.(4G).4s""","=""5G""","=""5""","=""3d5.(4G).4p""","=""5G*""","=""4""",11,9,,"=""u45""","=""L11223""",
"=""1994.0879""","=""4.2e+08""","=""2.5e-01""",C+,"=""7.871424""","=""14.089014""","=""3d5.(4G).4s""","=""5G""","=""4""","=""3d5.(4G).4p""","=""5G*""","=""4""",9,9,,"=""u44""","=""L11223""",
"=""1994.2490""","=""3.4e+07""","=""1.2e-02""",D,"=""8.658827""","=""14.875914""","=""3d5.(4D).4s""","=""5D""","=""2""","=""3d5.(4P).4p""","=""3P*""","=""1""",5,3,,"=""T6105""","=""L11223""",
"=""1994.8358""","=""4.5e+07""","=""3.5e-02""",D+,"=""11.121102""","=""17.336361""","=""3d5.(a 2G).4s""","=""3G""","=""3""","=""3d5.(a 2G).4p""","=""1G*""","=""4""",7,9,,"=""u45""","=""L11223""",
"=""1995.2744""","=""1.3e+08""","=""6.1e-02""",D+,"=""7.871424""","=""14.085317""","=""3d5.(4G).4s""","=""5G""","=""4""","=""3d5.(4G).4p""","=""5G*""","=""3""",9,7,,"=""u45""","=""L11223""",
"=""1995.5694""","=""4.0e+08""","=""2.4e-01""",C+,"=""7.872343""","=""14.085317""","=""3d5.(4G).4s""","=""5G""","=""3""","=""3d5.(4G).4p""","=""5G*""","=""3""",7,7,,"=""u44""","=""L11223""",
"=""1996.4232""","=""1.1e+08""","=""4.8e-02""",D+,"=""7.872343""","=""14.082660""","=""3d5.(4G).4s""","=""5G""","=""3""","=""3d5.(4G).4p""","=""5G*""","=""2""",7,5,,"=""u45""","=""L11223""",
"=""1996.434""","=""4.5e+08""","=""2.7e-01""",C+,"=""7.872377""","=""14.082660""","=""3d5.(4G).4s""","=""5G""","=""2""","=""3d5.(4G).4p""","=""5G*""","=""2""",5,5,,"=""u45""","=""L11223""",
"=""1999.0972""","=""2.6e+07""","=""2.2e-02""",D,"=""9.141113""","=""15.343123""","=""3d5.(4P).4s""","=""3P""","=""2""","=""3d5.(4D).4p""","=""5P*""","=""3""",5,7,,"=""u45""","=""L11223""",
"=""1999.415""","=""1.4e+07""","=""7.e-03""",D,"=""9.898941""","=""16.099966""","=""3d5.(2I).4s""","=""3I""","=""7""","=""3d5.(2I).4p""","=""3K*""","=""6""",15,13,,"=""u45""","=""L11223""",
"=""1999.5793""","=""1.2e+08""","=""7.1e-02""",D+,"=""8.240615""","=""14.441129""","=""3d5.(4P).4s""","=""5P""","=""3""","=""3d5.(4G).4p""","=""5F*""","=""3""",7,7,,"=""u45""","=""L11223""",
"=""1999.602""","=""2.1e+08""","=""1.25e-01""",C+,"=""9.899523""","=""16.099966""","=""3d5.(2I).4s""","=""3I""","=""6""","=""3d5.(2I).4p""","=""3K*""","=""6""",13,13,,"=""u45""","=""L11223""",
"=""1999.8980""","=""2.9e+07""","=""2.3e-02""",D,"=""8.240615""","=""14.440141""","=""3d5.(4P).4s""","=""5P""","=""3""","=""3d5.(4G).4p""","=""5F*""","=""4""",7,9,,"=""u44""","=""L11223""",
"=""2000.231""","=""3.46e+08""","=""2.46e-01""",B,"=""9.901471""","=""16.099966""","=""3d5.(2I).4s""","=""3I""","=""5""","=""3d5.(2I).4p""","=""3K*""","=""6""",11,13,,"=""u45""","=""L11223""",
"=""2000.6950""","=""2.3e+08""","=""1.4e-01""",C,"=""11.121102""","=""17.318159""","=""3d5.(a 2G).4s""","=""3G""","=""3""","=""3d5.(4F).4p""","=""3G*""","=""3""",7,7,,"=""u45""","=""L11223""",
"=""2000.970""","=""2.6e-01""","=""""",C,"=""0.054081""","=""6.250285""","=""3d6""","=""5D""","=""3""","=""3d6""","=""b 3P""","=""2""",7,5,M1+E2,"=""u45""","=""""",
"=""2001.2368""","=""3.5e+06""","=""2.1e-03""",D,"=""9.141113""","=""15.336492""","=""3d5.(4P).4s""","=""3P""","=""2""","=""3d5.(4D).4p""","=""5P*""","=""2""",5,5,,"=""T6105""","=""L11223""",
"=""2001.8144""","=""6.e+07""","=""2.5e-02""",D,"=""8.240615""","=""14.434206""","=""3d5.(4P).4s""","=""5P""","=""3""","=""3d5.(4P).4p""","=""5D*""","=""2""",7,5,,"=""u44""","=""L11223""",
"=""2002.0120""","=""9.e+07""","=""7.e-02""",D+,"=""10.767674""","=""16.960654""","=""3d5.(a 2D).4s""","=""1D""","=""2""","=""3d5.(a 2F).4p""","=""3F*""","=""3""",5,7,,"=""u45""","=""L11223""",
"=""2002.1363""","=""4.5e+07""","=""2.7e-02""",D,"=""10.767674""","=""16.960270""","=""3d5.(a 2D).4s""","=""1D""","=""2""","=""3d5.(a 2F).4p""","=""3F*""","=""2""",5,5,,"=""u45""","=""L11223""",
"=""2002.4791""","=""1.6e+08""","=""1.16e-01""",C+,"=""11.147182""","=""17.338718""","=""3d5.(a 2G).4s""","=""3G""","=""5""","=""3d5.(2H).4p""","=""3I*""","=""6""",11,13,,"=""u45""","=""L11223""",
"=""2003.123""","=""4.2e+08""","=""3.6e-01""",C+,"=""13.585070""","=""19.774614""","=""3d5.(b 2D).4s""","=""1D""","=""2""","=""3d5.(b 2D).4p""","=""1F*""","=""3""",5,7,,"=""u44""","=""L11223""",
"=""2003.2416""","=""5.5e+07""","=""2.7e-02""",D+,"=""11.147182""","=""17.336361""","=""3d5.(a 2G).4s""","=""3G""","=""5""","=""3d5.(a 2G).4p""","=""1G*""","=""4""",11,9,,"=""T6105""","=""L11223""",
"=""2004.1450""","=""4.8e+07""","=""2.2e-02""",D+,"=""11.131770""","=""17.318159""","=""3d5.(a 2G).4s""","=""3G""","=""4""","=""3d5.(4F).4p""","=""3G*""","=""3""",9,7,,"=""u45""","=""L11223""",
"=""2004.1518""","=""2.2e+08""","=""1.3e-01""",D+,"=""8.247838""","=""14.434206""","=""3d5.(4P).4s""","=""5P""","=""2""","=""3d5.(4P).4p""","=""5D*""","=""2""",5,5,,"=""u45""","=""L11223""",
"=""2005.5940""","=""2.6e+07""","=""1.1e-02""",D,"=""8.658703""","=""14.840622""","=""3d5.(4D).4s""","=""5D""","=""3""","=""3d5.(4P).4p""","=""3P*""","=""2""",7,5,,"=""T6105""","=""L11223""",
"=""2005.7388""","=""1.7e+08""","=""6.0e-02""",D+,"=""8.247838""","=""14.429311""","=""3d5.(4P).4s""","=""5P""","=""2""","=""3d5.(4P).4p""","=""5D*""","=""1""",5,3,,"=""T6105""","=""L11223""",
"=""2006.1066""","=""4.3e+07""","=""4.3e-02""",D,"=""9.156152""","=""15.336492""","=""3d5.(4P).4s""","=""3P""","=""1""","=""3d5.(4D).4p""","=""5P*""","=""2""",3,5,,"=""u45""","=""L11223""",
"=""2006.3630""","=""2.0e+08""","=""1.18e-01""",C,"=""11.131770""","=""17.311320""","=""3d5.(a 2G).4s""","=""3G""","=""4""","=""3d5.(4F).4p""","=""3G*""","=""4""",9,9,,"=""u45""","=""L11223""",
"=""2006.9182""","=""5.4e+07""","=""5.5e-02""",D+,"=""8.256366""","=""14.434206""","=""3d5.(4P).4s""","=""5P""","=""1""","=""3d5.(4P).4p""","=""5D*""","=""2""",3,5,,"=""T6105""","=""L11223""",
"=""2008.5097""","=""2.9e+08""","=""1.7e-01""",D+,"=""8.256366""","=""14.429311""","=""3d5.(4P).4s""","=""5P""","=""1""","=""3d5.(4P).4p""","=""5D*""","=""1""",3,3,,"=""u45""","=""L11223""",
"=""2009.123""","=""5.1e+08""","=""1.0e-01""",D+,"=""8.256366""","=""14.427425""","=""3d5.(4P).4s""","=""5P""","=""1""","=""3d5.(4P).4p""","=""5D*""","=""0""",3,1,,"=""u45""","=""L11223""",
"=""2011.3796""","=""3.6e+07""","=""1.8e-02""",D+,"=""11.147182""","=""17.311320""","=""3d5.(a 2G).4s""","=""3G""","=""5""","=""3d5.(4F).4p""","=""3G*""","=""4""",11,9,,"=""u45""","=""L11223""",
"=""2012.1955""","=""1.9e+08""","=""1.2e-01""",C,"=""10.214200""","=""16.375838""","=""3d5.(a 2D).4s""","=""3D""","=""3""","=""3d5.(a 2D).4p""","=""3F*""","=""3""",7,7,,"=""u45""","=""L11223""",
"=""2012.5450""","=""9.e+07""","=""6.8e-02""",D+,"=""10.498000""","=""16.658568""","=""3d5.(a 2F).4s""","=""3F""","=""3""","=""3d5.(a 2F).4p""","=""1G*""","=""4""",7,9,,"=""u45""","=""L11223""",
"=""2013.3327""","=""2.1e+08""","=""1.8e-01""",C,"=""10.217680""","=""16.375838""","=""3d5.(a 2D).4s""","=""3D""","=""2""","=""3d5.(a 2D).4p""","=""3F*""","=""3""",5,7,,"=""u45""","=""L11223""",
"=""2015.005""","=""7.8e+00""","=""""",D+,"=""5.318460""","=""11.471505""","=""3d6""","=""1F""","=""3""","=""3d5.(2H).4s""","=""1H""","=""5""",7,11,E2,"=""u45""","=""""",
"=""2015.0727""","=""2.2e+07""","=""1.8e-02""",D,"=""10.898466""","=""17.051306""","=""3d5.(a 2F).4s""","=""1F""","=""3""","=""3d5.(2H).4p""","=""3H*""","=""4""",7,9,,"=""u44""","=""L11223""",
"=""2015.447""","=""3.5e+07""","=""6.e-02""",D,"=""9.166938""","=""15.318635""","=""3d5.(4P).4s""","=""3P""","=""0""","=""3d5.(4D).4p""","=""5P*""","=""1""",1,3,,"=""T6105""","=""L11223""",
"=""2015.7239""","=""1.5e+08""","=""1.5e-01""",D+,"=""10.228095""","=""16.378947""","=""3d5.(a 2D).4s""","=""3D""","=""1""","=""3d5.(a 2D).4p""","=""3F*""","=""2""",3,5,,"=""u45""","=""L11223""",
"=""2015.864""","=""3.8e+07""","=""8.e-03""",D,"=""9.156152""","=""15.306577""","=""3d5.(4P).4s""","=""3P""","=""1""","=""3d5.(4D).4p""","=""5D*""","=""0""",3,1,,"=""T6105""","=""L11223""",
"=""2017.3606""","=""7.5e+07""","=""5.4e-02""",D+,"=""10.996761""","=""17.142623""","=""3d5.(2H).4s""","=""3H""","=""5""","=""3d5.(2H).4p""","=""3H*""","=""6""",11,13,,"=""u45""","=""L11223""",
"=""2017.9501""","=""1.1e+08""","=""7.e-02""",D+,"=""11.147182""","=""17.291249""","=""3d5.(a 2G).4s""","=""3G""","=""5""","=""3d5.(4F).4p""","=""3G*""","=""5""",11,11,,"=""T6105""","=""L11223""",
"=""2019.2279""","=""1.8e+08""","=""8.7e-02""",C,"=""10.992945""","=""17.133123""","=""3d5.(2H).4s""","=""3H""","=""4""","=""3d5.(2H).4p""","=""3G*""","=""3""",9,7,,"=""u45""","=""L11223""",
"=""2022.6914""","=""3.0e+07""","=""1.8e-02""",D,"=""10.992945""","=""17.122610""","=""3d5.(2H).4s""","=""3H""","=""4""","=""3d5.(2H).4p""","=""3G*""","=""4""",9,9,,"=""u44""","=""L11223""",
"=""2023.9514""","=""1.8e+08""","=""8.9e-02""",C,"=""10.996761""","=""17.122610""","=""3d5.(2H).4s""","=""3H""","=""5""","=""3d5.(2H).4p""","=""3G*""","=""4""",11,9,,"=""u45""","=""L11223""",
"=""2025.9426""","=""1.9e+07""","=""1.2e-02""",D,"=""10.996761""","=""17.116589""","=""3d5.(2H).4s""","=""3H""","=""5""","=""3d5.(2H).4p""","=""3G*""","=""5""",11,11,,"=""u44""","=""L11223""",
"=""2026.1548""","=""6.8e+07""","=""4.2e-02""",D+,"=""11.217174""","=""17.336361""","=""3d5.(4F).4s""","=""3F""","=""4""","=""3d5.(a 2G).4p""","=""1G*""","=""4""",9,9,,"=""u45""","=""L11223""",
"=""2026.2226""","=""2.6e+08""","=""2.2e-01""",C,"=""10.767674""","=""16.886657""","=""3d5.(a 2D).4s""","=""1D""","=""2""","=""3d5.(a 2D).4p""","=""1F*""","=""3""",5,7,,"=""u45""","=""L11223""",
"=""2026.399""","=""8.e+06""","=""6.e-03""",D,"=""14.623957""","=""20.742408""","=""3d5.(b 2G).4s""","=""1G""","=""4""","=""3d5.(b 2G).4p""","=""3G*""","=""5""",9,11,,"=""T6105""","=""L11223""",
"=""2026.7002""","=""2.9e+08""","=""1.80e-01""",C+,"=""11.025083""","=""17.142623""","=""3d5.(2H).4s""","=""3H""","=""6""","=""3d5.(2H).4p""","=""3H*""","=""6""",13,13,,"=""u45""","=""L11223""",
"=""2029.217""","=""3.0e+08""","=""3.1e-01""",C,"=""16.668920""","=""22.778872""","=""3d5.(2P).4s""","=""1P""","=""1""","=""3d5.(2P).4p""","=""1D*""","=""2""",3,5,,"=""u45""","=""L11223""",
"=""2029.748""","=""9.e+00""","=""""",D+,"=""2.660939""","=""8.769293""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4G).4s""","=""3G""","=""4""",9,9,E2,"=""u45""","=""""",
"=""2030.1852""","=""1.6e+08""","=""1.4e-01""",D+,"=""11.211120""","=""17.318159""","=""3d5.(4F).4s""","=""3F""","=""2""","=""3d5.(4F).4p""","=""3G*""","=""3""",5,7,,"=""u45""","=""L11223""",
"=""2031.179""","=""1.6e+01""","=""""",C,"=""2.660939""","=""8.764989""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4G).4s""","=""3G""","=""5""",9,11,E2,"=""u45""","=""""",
"=""2031.427""","=""3.9e+08""","=""7.3e-01""",C,"=""12.697265""","=""18.800571""","=""3d5.(2S).4s""","=""1S""","=""0""","=""3d5.(2S).4p""","=""1P*""","=""1""",1,3,,"=""u45""","=""L11223""",
"=""2034.9594""","=""2.1e+08""","=""1.7e-01""",C,"=""11.218609""","=""17.311320""","=""3d5.(4F).4s""","=""3F""","=""3""","=""3d5.(4F).4p""","=""3G*""","=""4""",7,9,,"=""u45""","=""L11223""",
"=""2035.2070""","=""2.2e+07""","=""1.2e-02""",D,"=""10.343984""","=""16.435954""","=""3d5.(2I).4s""","=""1I""","=""6""","=""3d5.(2I).4p""","=""3H*""","=""5""",13,11,,"=""u45""","=""L11223""",
"=""2035.3620""","=""2.5e+08""","=""1.31e-01""",C+,"=""11.025083""","=""17.116589""","=""3d5.(2H).4s""","=""3H""","=""6""","=""3d5.(2H).4p""","=""3G*""","=""5""",13,11,,"=""u45""","=""L11223""",
"=""2035.7568""","=""1.8e+08""","=""1.1e-01""",D+,"=""11.581745""","=""17.672069""","=""3d5.(b 2F).4s""","=""3F""","=""2""","=""3d5.(4F).4p""","=""3F*""","=""2""",5,5,,"=""u45""","=""L11223""",
"=""2035.8269""","=""2.2e+07""","=""4.1e-02""",D,"=""8.647644""","=""14.737759""","=""3d5.(4D).4s""","=""5D""","=""0""","=""3d5.(4P).4p""","=""5P*""","=""1""",1,3,,"=""T6105""","=""L11223""",
"=""2036.0258""","=""2.3e+07""","=""9.e-03""",D,"=""9.141113""","=""15.230633""","=""3d5.(4P).4s""","=""3P""","=""2""","=""3d5.(4D).4p""","=""5D*""","=""1""",5,3,,"=""T6105""","=""L11223""",
"=""2036.5923""","=""5.9e+07""","=""5.2e-02""",D+,"=""9.141113""","=""15.228939""","=""3d5.(4P).4s""","=""3P""","=""2""","=""3d5.(4D).4p""","=""5D*""","=""3""",5,7,,"=""u45""","=""L11223""",
"=""2036.6806""","=""6.0e+07""","=""4.5e-02""",D+,"=""10.992945""","=""17.080507""","=""3d5.(2H).4s""","=""3H""","=""4""","=""3d5.(2H).4p""","=""3H*""","=""5""",9,11,,"=""u45""","=""L11223""",
"=""2037.5097""","=""6.e+07""","=""3.9e-02""",D,"=""8.652674""","=""14.737759""","=""3d5.(4D).4s""","=""5D""","=""1""","=""3d5.(4P).4p""","=""5P*""","=""1""",3,3,,"=""u45""","=""L11223""",
"=""2037.8091""","=""7.e+07""","=""4.4e-02""",D,"=""9.156152""","=""15.240343""","=""3d5.(4P).4s""","=""3P""","=""1""","=""3d5.(4P).4p""","=""3D*""","=""1""",3,3,,"=""u44""","=""L11223""",
"=""2037.9582""","=""2.9e+08""","=""1.79e-01""",C+,"=""10.996761""","=""17.080507""","=""3d5.(2H).4s""","=""3H""","=""5""","=""3d5.(2H).4p""","=""3H*""","=""5""",11,11,,"=""u45""","=""L11223""",
"=""2038.7547""","=""8.e+07""","=""9.e-02""",D+,"=""9.156152""","=""15.237522""","=""3d5.(4P).4s""","=""3P""","=""1""","=""3d5.(4P).4p""","=""3D*""","=""2""",3,5,,"=""u45""","=""L11223""",
"=""2039.5722""","=""6.e+07""","=""2.3e-02""",D,"=""8.658827""","=""14.737759""","=""3d5.(4D).4s""","=""5D""","=""2""","=""3d5.(4P).4p""","=""5P*""","=""1""",5,3,,"=""T6105""","=""L11223""",
"=""2039.595""","=""1.2e+01""","=""""",C,"=""2.690431""","=""8.769293""","=""3d6""","=""a 3F""","=""3""","=""3d5.(4G).4s""","=""3G""","=""4""",7,9,E2,"=""u45""","=""""",
"=""2039.748""","=""8.1e+00""","=""""",D+,"=""2.690431""","=""8.768839""","=""3d6""","=""a 3F""","=""3""","=""3d5.(4G).4s""","=""3G""","=""3""",7,7,E2,"=""u45""","=""""",
"=""2040.177""","=""4.44e+08""","=""3.28e-01""",B,"=""11.471505""","=""17.548634""","=""3d5.(2H).4s""","=""1H""","=""5""","=""3d5.(2H).4p""","=""1I*""","=""6""",11,13,,"=""u45""","=""L11223""",
"=""2041.0667""","=""1.2e+08""","=""8.e-02""",D+,"=""9.156152""","=""15.230633""","=""3d5.(4P).4s""","=""3P""","=""1""","=""3d5.(4D).4p""","=""5D*""","=""1""",3,3,,"=""T6105""","=""L11223""",
"=""2041.2029""","=""1.7e+08""","=""1.3e-01""",D,"=""11.217174""","=""17.291249""","=""3d5.(4F).4s""","=""3F""","=""4""","=""3d5.(4F).4p""","=""3G*""","=""5""",9,11,,"=""T6105""","=""L11223""",
"=""2041.428""","=""1.1e+08""","=""2.1e-01""",D+,"=""9.166938""","=""15.240343""","=""3d5.(4P).4s""","=""3P""","=""0""","=""3d5.(4P).4p""","=""3D*""","=""1""",1,3,,"=""u45""","=""L11223""",
"=""2043.6002""","=""3.0e+06""","=""3.1e-03""",D,"=""8.652674""","=""14.719623""","=""3d5.(4D).4s""","=""5D""","=""1""","=""3d5.(4P).4p""","=""5P*""","=""2""",3,5,,"=""T6105""","=""L11223""",
"=""2044.1437""","=""9.e+07""","=""5.8e-02""",D+,"=""11.579200""","=""17.644537""","=""3d5.(b 2F).4s""","=""3F""","=""3""","=""3d5.(4F).4p""","=""3F*""","=""3""",7,7,,"=""T6105""","=""L11223""",
"=""2044.697""","=""6.e+07""","=""1.1e-01""",D,"=""9.166938""","=""15.230633""","=""3d5.(4P).4s""","=""3P""","=""0""","=""3d5.(4D).4p""","=""5D*""","=""1""",1,3,,"=""T6105""","=""L11223""",
"=""2044.9697""","=""1.3e+08""","=""8.e-02""",D+,"=""9.141113""","=""15.204000""","=""3d5.(4P).4s""","=""3P""","=""2""","=""3d5.(4D).4p""","=""5D*""","=""2""",5,5,,"=""u45""","=""L11223""",
"=""2045.2056""","=""2.7e+07""","=""1.7e-02""",D,"=""10.898466""","=""16.960654""","=""3d5.(a 2F).4s""","=""1F""","=""3""","=""3d5.(a 2F).4p""","=""3F*""","=""3""",7,7,,"=""u45""","=""L11223""",
"=""2045.6332""","=""1.1e+08""","=""4.8e-02""",D+,"=""8.658703""","=""14.719623""","=""3d5.(4D).4s""","=""5D""","=""3""","=""3d5.(4P).4p""","=""5P*""","=""2""",7,5,,"=""u45""","=""L11223""",
"=""2046.313""","=""1.6e+01""","=""""",C,"=""2.709933""","=""8.768839""","=""3d6""","=""a 3F""","=""2""","=""3d5.(4G).4s""","=""3G""","=""3""",5,7,E2,"=""u45""","=""""",
"=""2046.4972""","=""2.5e+08""","=""1.6e-01""",C+,"=""10.992945""","=""17.051306""","=""3d5.(2H).4s""","=""3H""","=""4""","=""3d5.(2H).4p""","=""3H*""","=""4""",9,9,,"=""u45""","=""L11223""",
"=""2047.569""","=""3.9e-01""","=""""",C,"=""0.091608""","=""6.146798""","=""3d6""","=""5D""","=""2""","=""3d6""","=""b 3P""","=""1""",5,3,M1+E2,"=""u45""","=""""",
"=""2047.7872""","=""1.7e+07""","=""9.e-03""",D,"=""10.996761""","=""17.051306""","=""3d5.(2H).4s""","=""3H""","=""5""","=""3d5.(2H).4p""","=""3H*""","=""4""",11,9,,"=""T6105""","=""L11223""",
"=""2047.804""","=""6.e+06""","=""3.8e-03""",D,"=""10.343984""","=""16.398479""","=""3d5.(2I).4s""","=""1I""","=""6""","=""3d5.(2I).4p""","=""3H*""","=""6""",13,13,,"=""T6105""","=""L11223""",
"=""2050.0550""","=""1.2e+08""","=""1.2e-01""",D+,"=""9.156152""","=""15.204000""","=""3d5.(4P).4s""","=""3P""","=""1""","=""3d5.(4D).4p""","=""5D*""","=""2""",3,5,,"=""T6105""","=""L11223""",
"=""2052.7124""","=""3.5e+06""","=""1.6e-03""",D,"=""9.541454""","=""15.581472""","=""3d5.(4D).4s""","=""3D""","=""3""","=""3d5.(4D).4p""","=""3F*""","=""2""",7,5,,"=""T6105""","=""L11223""",
"=""2053.9587""","=""4.3e+06""","=""1.6e-03""",D,"=""13.585070""","=""19.621423""","=""3d5.(b 2D).4s""","=""1D""","=""2""","=""3d5.(b 2D).4p""","=""3D*""","=""1""",5,3,,"=""T6105""","=""L11223""",
"=""2055.1516""","=""6.6e+07""","=""4.2e-02""",D+,"=""11.578732""","=""17.611581""","=""3d5.(b 2F).4s""","=""3F""","=""4""","=""3d5.(4F).4p""","=""3F*""","=""4""",9,9,,"=""T6105""","=""L11223""",
"=""2056.5282""","=""1.8e+08""","=""1.13e-01""",C,"=""10.434482""","=""16.463293""","=""3d5.(a 2F).4s""","=""3F""","=""4""","=""3d5.(a 2D).4p""","=""3F*""","=""4""",9,9,,"=""u45""","=""L11223""",
"=""2056.8218""","=""2.5e+08""","=""2.2e-01""",D+,"=""9.141113""","=""15.169064""","=""3d5.(4P).4s""","=""3P""","=""2""","=""3d5.(4P).4p""","=""3D*""","=""3""",5,7,,"=""T6105""","=""L11223""",
"=""2057.7237""","=""3.5e+08""","=""3.7e-01""",C+,"=""9.556164""","=""15.581472""","=""3d5.(4D).4s""","=""3D""","=""1""","=""3d5.(4D).4p""","=""3F*""","=""2""",3,5,,"=""T8525""","=""L11223""",
"=""2058.599""","=""4.4e+08""","=""2.0e-01""",C+,"=""12.031611""","=""18.054358""","=""3d5.(b 2F).4s""","=""1F""","=""3""","=""3d5.(b 2F).4p""","=""1D*""","=""2""",7,5,,"=""u45""","=""L11223""",
"=""2059.228""","=""5.00e+08""","=""3.67e-01""",B,"=""10.343984""","=""16.364890""","=""3d5.(2I).4s""","=""1I""","=""6""","=""3d5.(2I).4p""","=""1K*""","=""7""",13,15,,"=""u45""","=""L11223""",
"=""2060.3497""","=""4.1e+08""","=""3.6e-01""",C+,"=""9.559511""","=""15.577140""","=""3d5.(4D).4s""","=""3D""","=""2""","=""3d5.(4D).4p""","=""3F*""","=""3""",5,7,,"=""u44""","=""L11223""",
"=""2062.219""","=""5.1e+08""","=""2.0e-01""",C,"=""5.083391""","=""11.095565""","=""3d5.(6S).4s""","=""5S""","=""2""","=""3d5.(6S).4p""","=""5P*""","=""1""",5,3,,"=""u45""","=""L11223""",
"=""2062.4212""","=""4.63e+08""","=""3.80e-01""",B,"=""9.541454""","=""15.553039""","=""3d5.(4D).4s""","=""3D""","=""3""","=""3d5.(4D).4p""","=""3F*""","=""4""",7,9,,"=""u45""","=""L11223""",
"=""2062.7471""","=""6.8e+07""","=""3.5e-02""",D+,"=""11.471505""","=""17.482140""","=""3d5.(2H).4s""","=""1H""","=""5""","=""3d5.(a 2G).4p""","=""3F*""","=""4""",11,9,,"=""u45""","=""L11223""",
