ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""999.3214""","=""7.3e+08""","=""8.5e-02""",D+,"=""34.968218""","=""47.375058""","=""3d3.(2G).4p""","=""1G*""","=""4""","=""3d3.(2G).4d""","=""3D""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""999.618""","=""5.6e+08""","=""1.0e-01""",D+,"=""32.154678""","=""44.55784""","=""3d3.(4F).4p""","=""5D*""","=""4""","=""3d3.(4F).4d""","=""5F""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""999.6240""","=""1.1e+09""","=""1.6e-01""",D+,"=""34.566049""","=""46.969132""","=""3d3.(2G).4p""","=""3G*""","=""3""","=""3d3.(2G).4d""","=""3G""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""999.653""","=""1.7e+08""","=""2.6e-02""",D,"=""34.548255""","=""46.95098""","=""3d3.(2G).4p""","=""3H*""","=""6""","=""3d3.(2G).4d""","=""3I""","=""6""",13,13,,"=""T9277""","=""L11803""",
"=""999.763""","=""4.6e+09""","=""8.3e-01""",C+,"=""32.785656""","=""45.18702""","=""3d3.(4F).4p""","=""3G*""","=""4""","=""3d3.(4F).4d""","=""3H""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""999.774""","=""8.e+07""","=""1.3e-02""",D,"=""35.359778""","=""47.76099""","=""3d3.(2H).4p""","=""3H*""","=""6""","=""3d3.(2H).4d""","=""3I""","=""6""",13,13,,"=""T9277""","=""L11803""",
"=""1000.140""","=""4.5e+09""","=""8.2e-01""",C+,"=""34.476978""","=""46.87366""","=""3d3.(4P).4p""","=""5D*""","=""4""","=""3d3.(4P).4d""","=""5F""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1000.7628""","=""9.e+08""","=""1.2e-01""",D+,"=""35.967670""","=""48.356639""","=""3d3.(2H).4p""","=""1H*""","=""5""","=""3d3.(2H).4d""","=""1G""","=""4""",11,9,,"=""T9277""","=""L11803""",
"=""1001.1932""","=""9.e+08""","=""1.0e-01""",D,"=""35.034386""","=""47.418029""","=""3d3.(2G).4p""","=""1F*""","=""3""","=""3d3.(2G).4d""","=""3F""","=""2""",7,5,,"=""T9277""","=""L11803""",
"=""1001.3470""","=""1.6e+08""","=""4.0e-02""",D,"=""32.098458""","=""44.480199""","=""3d3.(4F).4p""","=""5D*""","=""1""","=""3d3.(4F).4d""","=""5G""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1001.377""","=""1.7e+08""","=""2.5e-02""",D,"=""35.728157""","=""48.10953""","=""3d3.(2H).4p""","=""3I*""","=""6""","=""3d3.(2H).4d""","=""3K""","=""6""",13,13,,"=""T9277""","=""L11803""",
"=""1001.448""","=""4.6e+09""","=""8.8e-01""",C+,"=""32.719270""","=""45.09976""","=""3d3.(4F).4p""","=""3G*""","=""3""","=""3d3.(4F).4d""","=""3H""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1001.560""","=""8.e+08""","=""1.2e-01""",D,"=""32.003879""","=""44.38298""","=""3d3.(4F).4p""","=""5D*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""2""",5,5,,"=""T9277""","=""L11803""",
"=""1001.6701""","=""3.4e+08""","=""5.e-02""",D,"=""35.297100""","=""47.67485""","=""3d3.(2H).4p""","=""3H*""","=""4""","=""3d3.(2G).4d""","=""1G""","=""4""",9,9,,"=""T9277""","=""L11803""",
"=""1001.9897""","=""6.e+07""","=""7.e-03""",D,"=""32.154678""","=""44.528479""","=""3d3.(4F).4p""","=""5D*""","=""4""","=""3d3.(4F).4d""","=""5G""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1002.112""","=""1.3e+09""","=""2.3e-01""",D+,"=""38.016367""","=""50.38865""","=""3d3.(2F).4p""","=""3G*""","=""4""","=""3d3.(2F).4d""","=""3H""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1002.1706""","=""2.5e+08""","=""5.e-02""",D,"=""35.478647""","=""47.85021""","=""3d3.(2D2).4p""","=""3F*""","=""2""","=""3d3.(2P).4d""","=""3D""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1002.296""","=""1.6e+08""","=""2.5e-02""",D,"=""35.034386""","=""47.40440""","=""3d3.(2G).4p""","=""1F*""","=""3""","=""3d3.(2P).4d""","=""3F""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""1002.550""","=""1.6e+09""","=""2.4e-01""",D+,"=""32.072245""","=""44.43912""","=""3d3.(4F).4p""","=""5D*""","=""3""","=""3d3.(4F).4d""","=""5F""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""1002.632""","=""4.5e+08""","=""9.e-02""",D,"=""35.038531""","=""47.40440""","=""3d3.(2P).4p""","=""1D*""","=""2""","=""3d3.(2P).4d""","=""3F""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1002.8017""","=""1.6e+09""","=""2.4e-01""",D+,"=""32.003879""","=""44.367659""","=""3d3.(4F).4p""","=""5D*""","=""2""","=""3d3.(4F).4d""","=""5P""","=""2""",5,5,,"=""T9277""","=""L11803""",
"=""1002.871""","=""5.1e+09""","=""8.6e-01""",C+,"=""35.85271""","=""48.21564""","=""3d3.(2H).4p""","=""3I*""","=""7""","=""3d3.(2H).4d""","=""3K""","=""8""",15,17,,"=""T9277""","=""L11803""",
"=""1003.111""","=""9.1e+08""","=""1.4e-01""",D+,"=""38.07110""","=""50.43107""","=""3d3.(2F).4p""","=""3G*""","=""5""","=""3d3.(2F).4d""","=""3G""","=""5""",11,11,,"=""T9277""","=""L11803""",
"=""1003.6833""","=""4.3e+08""","=""8.e-02""",D,"=""32.230310""","=""44.583230""","=""3d3.(4F).4p""","=""5F*""","=""3""","=""3d3.(4F).4d""","=""5G""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1003.9361""","=""2.0e+08""","=""3.7e-02""",D,"=""34.653885""","=""47.003694""","=""3d3.(2G).4p""","=""3G*""","=""4""","=""3d3.(2G).4d""","=""3G""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1004.077""","=""2.0e+08""","=""3.0e-02""",D,"=""32.024801""","=""44.37288""","=""3d3.(4F).4p""","=""5G*""","=""6""","=""3d3.(4F).4d""","=""5H""","=""6""",13,13,,"=""T9277""","=""L11803""",
"=""1004.132""","=""3.1e+08""","=""1.4e-01""",D,"=""32.06475""","=""44.41216""","=""3d3.(4F).4p""","=""5D*""","=""0""","=""3d3.(4F).4d""","=""5F""","=""1""",1,3,,"=""T9277""","=""L11803""",
"=""1004.589""","=""8.9e+08""","=""1.6e-01""",D+,"=""32.300505""","=""44.64228""","=""3d3.(4F).4p""","=""5F*""","=""4""","=""3d3.(4F).4d""","=""5G""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1004.6220""","=""2.0e+09""","=""3.9e-01""",C,"=""35.597033""","=""47.938411""","=""3d3.(2P).4p""","=""3F*""","=""3""","=""3d3.(2D2).4d""","=""3G""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1004.9555""","=""1.3e+08""","=""1.9e-02""",D,"=""35.512932""","=""47.85021""","=""3d3.(4P).4p""","=""3D*""","=""3""","=""3d3.(2P).4d""","=""3D""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""1005.007""","=""6.8e+08""","=""1.0e-01""",D+,"=""34.476978""","=""46.81363""","=""3d3.(4P).4p""","=""5D*""","=""4""","=""3d3.(4P).4d""","=""5F""","=""4""",9,9,,"=""T9277""","=""L11803""",
"=""1005.168""","=""2.6e+08""","=""4.0e-02""",D,"=""32.154678""","=""44.48935""","=""3d3.(4F).4p""","=""5D*""","=""4""","=""3d3.(4F).4d""","=""5F""","=""4""",9,9,,"=""T9277""","=""L11803""",
"=""1005.958""","=""3.0e+09""","=""5.3e-01""",C+,"=""32.366324""","=""44.69131""","=""3d3.(4F).4p""","=""5F*""","=""5""","=""3d3.(4F).4d""","=""5G""","=""6""",11,13,,"=""T9277""","=""L11803""",
"=""1006.053""","=""4.5e+09""","=""8.1e-01""",C+,"=""38.07110""","=""50.39493""","=""3d3.(2F).4p""","=""3G*""","=""5""","=""3d3.(2F).4d""","=""3H""","=""6""",11,13,,"=""T9277""","=""L11803""",
"=""1006.2317""","=""7.e+08""","=""1.0e-01""",D,"=""32.158564""","=""44.480199""","=""3d3.(4F).4p""","=""5F*""","=""2""","=""3d3.(4F).4d""","=""5G""","=""2""",5,5,,"=""T9277""","=""L11803""",
"=""1006.565""","=""6.2e+08""","=""9.e-02""",D+,"=""38.07110""","=""50.38865""","=""3d3.(2F).4p""","=""3G*""","=""5""","=""3d3.(2F).4d""","=""3H""","=""5""",11,11,,"=""T9277""","=""L11803""",
"=""1006.727""","=""4.8e+09""","=""8.9e-01""",C+,"=""41.16493""","=""53.48051""","=""3d3.(2D1).4p""","=""3F*""","=""4""","=""3d3.(2D1).4d""","=""3G""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1007.122""","=""4.5e+08""","=""5.e-02""",D,"=""32.072245""","=""44.38298""","=""3d3.(4F).4p""","=""5D*""","=""3""","=""3d3.(4F).4d""","=""5F""","=""2""",7,5,,"=""T9277""","=""L11803""",
"=""1007.294""","=""2.9e+09""","=""5.4e-01""",C+,"=""35.660356""","=""47.96900""","=""3d3.(2D2).4p""","=""3F*""","=""4""","=""3d3.(2D2).4d""","=""3G""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1007.4474""","=""2.2e+09""","=""3.3e-01""",C,"=""34.653885""","=""46.960652""","=""3d3.(2G).4p""","=""3G*""","=""4""","=""3d3.(2G).4d""","=""3G""","=""4""",9,9,,"=""T9277""","=""L11803""",
"=""1007.5514""","=""4.e+07""","=""5.e-03""",E,"=""34.761070""","=""47.06657""","=""3d3.(2G).4p""","=""3F*""","=""4""","=""3d3.(4P).4d""","=""5P""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1007.9733""","=""6.e+06""","=""7.e-04""",E,"=""35.638065""","=""47.938411""","=""3d3.(2H).4p""","=""3I*""","=""5""","=""3d3.(2D2).4d""","=""3G""","=""4""",11,9,,"=""T9277""","=""L11803""",
"=""1008.038""","=""4.e+07""","=""4.e-03""",E,"=""34.476978""","=""46.77654""","=""3d3.(4P).4p""","=""5D*""","=""4""","=""3d3.(4P).4d""","=""5F""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1008.1517""","=""1.3e+09""","=""2.0e-01""",D+,"=""32.230310""","=""44.528479""","=""3d3.(4F).4p""","=""5F*""","=""3""","=""3d3.(4F).4d""","=""5G""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""1008.3776""","=""1.8e+09""","=""1.9e-01""",D+,"=""32.072245""","=""44.367659""","=""3d3.(4F).4p""","=""5D*""","=""3""","=""3d3.(4F).4d""","=""5P""","=""2""",7,5,,"=""T9277""","=""L11803""",
"=""1009.271""","=""1.8e+09""","=""4.7e-01""",D+,"=""32.098458""","=""44.38298""","=""3d3.(4F).4p""","=""5D*""","=""1""","=""3d3.(4F).4d""","=""5F""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1009.3784""","=""1.0e+09""","=""1.5e-01""",D+,"=""34.720472""","=""47.003694""","=""3d3.(2G).4p""","=""3G*""","=""5""","=""3d3.(2G).4d""","=""3G""","=""5""",11,11,,"=""T9277""","=""L11803""",
"=""1009.4193""","=""1.6e+09""","=""2.4e-01""",D+,"=""32.300505""","=""44.583230""","=""3d3.(4F).4p""","=""5F*""","=""4""","=""3d3.(4F).4d""","=""5G""","=""4""",9,9,,"=""T9277""","=""L11803""",
"=""1009.588""","=""2.5e+08""","=""5.e-02""",D,"=""32.286922""","=""44.56760""","=""3d3.(4F).4p""","=""3D*""","=""2""","=""3d3.(4F).4d""","=""3D""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1009.597""","=""1.1e+09""","=""2.4e-01""",D+,"=""32.158564""","=""44.43912""","=""3d3.(4F).4p""","=""5F*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1009.8033""","=""3.0e+08""","=""4.6e-02""",D,"=""35.660356""","=""47.938411""","=""3d3.(2D2).4p""","=""3F*""","=""4""","=""3d3.(2D2).4d""","=""3G""","=""4""",9,9,,"=""T9277""","=""L11803""",
"=""1009.976""","=""1.6e+09""","=""2.4e-01""",C,"=""32.366324""","=""44.64228""","=""3d3.(4F).4p""","=""5F*""","=""5""","=""3d3.(4F).4d""","=""5G""","=""5""",11,11,,"=""T9277""","=""L11803""",
"=""1010.141""","=""7.e+08""","=""1.9e-01""",D,"=""35.482730""","=""47.75668""","=""3d3.(2P).4p""","=""3S*""","=""1""","=""3d3.(4P).4d""","=""3P""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1010.251""","=""4.7e+08""","=""9.e-02""",D,"=""34.818723""","=""47.09133""","=""3d3.(2G).4p""","=""3F*""","=""3""","=""3d3.(2G).4d""","=""3H""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1010.3539""","=""6.e+08""","=""7.e-02""",D,"=""35.034386""","=""47.305749""","=""3d3.(2G).4p""","=""1F*""","=""3""","=""3d3.(4P).4d""","=""3F""","=""2""",7,5,,"=""T9277""","=""L11803""",
"=""1010.5320""","=""1.3e+08""","=""3.2e-02""",D,"=""32.098458""","=""44.367659""","=""3d3.(4F).4p""","=""5D*""","=""1""","=""3d3.(4F).4d""","=""5P""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1010.682""","=""2.4e+09""","=""3.7e-01""",D+,"=""33.055790""","=""45.32317""","=""3d3.(4F).4p""","=""3F*""","=""2""","=""3d3.(4F).4d""","=""3F""","=""2""",5,5,,"=""T9277""","=""L11803""",
"=""1010.684""","=""2.7e+08""","=""4.1e-02""",D,"=""36.108077""","=""48.37544""","=""3d3.(2D2).4p""","=""1F*""","=""3""","=""3d3.(2H).4d""","=""1F""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""1011.370""","=""2.7e+09""","=""5.4e-01""",C,"=""32.230310""","=""44.48935""","=""3d3.(4F).4p""","=""5F*""","=""3""","=""3d3.(4F).4d""","=""5F""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1011.510""","=""2.3e+09""","=""4.2e-01""",C,"=""32.300505""","=""44.55784""","=""3d3.(4F).4p""","=""5F*""","=""4""","=""3d3.(4F).4d""","=""5F""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1011.5991""","=""1.2e+08""","=""2.7e-02""",D,"=""35.478647""","=""47.734906""","=""3d3.(2D2).4p""","=""3F*""","=""2""","=""3d3.(2P).4d""","=""1F""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1012.2347""","=""9.2e+08""","=""1.8e-01""",D+,"=""36.108077""","=""48.356639""","=""3d3.(2D2).4p""","=""1F*""","=""3""","=""3d3.(2H).4d""","=""1G""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1012.375""","=""2.5e+09""","=""3.8e-01""",C,"=""33.133599""","=""45.38046""","=""3d3.(4F).4p""","=""3F*""","=""3""","=""3d3.(4F).4d""","=""3F""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""1012.5397""","=""1.3e+09""","=""3.5e-01""",D+,"=""32.235326""","=""44.480199""","=""3d3.(4F).4p""","=""5F*""","=""1""","=""3d3.(4F).4d""","=""5G""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1012.724""","=""8.e+07""","=""9.e-03""",D,"=""34.566049""","=""46.80870""","=""3d3.(2G).4p""","=""3G*""","=""3""","=""3d3.(4P).4d""","=""3D""","=""2""",7,5,,"=""T9277""","=""L11803""",
"=""1012.8140""","=""5.e+08""","=""1.0e-01""",D,"=""32.286922""","=""44.528479""","=""3d3.(4F).4p""","=""3D*""","=""2""","=""3d3.(4F).4d""","=""5G""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1013.1886""","=""6.e+08""","=""1.6e-01""",D,"=""35.180999""","=""47.418029""","=""3d3.(2P).4p""","=""3D*""","=""1""","=""3d3.(2G).4d""","=""3F""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1013.4652""","=""1.7e+08""","=""3.1e-02""",D,"=""34.653885""","=""46.887575""","=""3d3.(2G).4p""","=""3G*""","=""4""","=""3d3.(2G).4d""","=""3I""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1013.729""","=""3.3e+08""","=""6.e-02""",D,"=""34.720472""","=""46.95098""","=""3d3.(2G).4p""","=""3G*""","=""5""","=""3d3.(2G).4d""","=""3I""","=""6""",11,13,,"=""T9277""","=""L11803""",
"=""1013.831""","=""2.7e+09""","=""4.2e-01""",C,"=""33.218905""","=""45.44818""","=""3d3.(4F).4p""","=""3F*""","=""4""","=""3d3.(4F).4d""","=""3F""","=""4""",9,9,,"=""T9277""","=""L11803""",
"=""1013.9390""","=""1.7e+08""","=""2.1e-02""",D,"=""32.300505""","=""44.528479""","=""3d3.(4F).4p""","=""5F*""","=""4""","=""3d3.(4F).4d""","=""5G""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1014.0102""","=""1.3e+09""","=""2.0e-01""",D+,"=""34.720472""","=""46.94759""","=""3d3.(2G).4p""","=""3G*""","=""5""","=""3d3.(2G).4d""","=""1H""","=""5""",11,11,,"=""T9277""","=""L11803""",
"=""1014.4368""","=""6.e+07""","=""9.e-03""",D,"=""35.512932""","=""47.734906""","=""3d3.(4P).4p""","=""3D*""","=""3""","=""3d3.(2P).4d""","=""1F""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""1014.858""","=""1.1e+08""","=""1.4e-02""",D,"=""32.366324""","=""44.583230""","=""3d3.(4F).4p""","=""5F*""","=""5""","=""3d3.(4F).4d""","=""5G""","=""4""",11,9,,"=""T9277""","=""L11803""",
"=""1015.3557""","=""2.3e+09""","=""4.6e-01""",C,"=""35.944612""","=""48.155525""","=""3d3.(2D2).4p""","=""3D*""","=""3""","=""3d3.(2D2).4d""","=""3F""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1015.5069""","=""3.5e+08""","=""5.e-02""",D,"=""32.158564""","=""44.367659""","=""3d3.(4F).4p""","=""5F*""","=""2""","=""3d3.(4F).4d""","=""5P""","=""2""",5,5,,"=""T9277""","=""L11803""",
"=""1015.5928""","=""1.2e+08""","=""1.4e-02""",D,"=""34.761070""","=""46.969132""","=""3d3.(2G).4p""","=""3F*""","=""4""","=""3d3.(2G).4d""","=""3G""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1015.706""","=""1.8e+09""","=""3.9e-01""",D+,"=""35.879730""","=""48.08643""","=""3d3.(2D2).4p""","=""3D*""","=""2""","=""3d3.(2D2).4d""","=""3F""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1016.0591""","=""3.8e+08""","=""8.e-02""",D,"=""35.172599""","=""47.375058""","=""3d3.(2D2).4p""","=""3P*""","=""2""","=""3d3.(2G).4d""","=""3D""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1016.175""","=""1.4e+08""","=""2.9e-02""",D,"=""32.382159""","=""44.583230""","=""3d3.(4F).4p""","=""3D*""","=""3""","=""3d3.(4F).4d""","=""5G""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1016.679""","=""5.1e+08""","=""1.0e-01""",D+,"=""34.968218""","=""47.16324""","=""3d3.(2G).4p""","=""1G*""","=""4""","=""3d3.(2G).4d""","=""3H""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1016.8243""","=""3.5e+08""","=""5.e-02""",D,"=""32.286922""","=""44.480199""","=""3d3.(4F).4p""","=""3D*""","=""2""","=""3d3.(4F).4d""","=""5G""","=""2""",5,5,,"=""T9277""","=""L11803""",
"=""1016.971""","=""1.2e+09""","=""1.9e-01""",D+,"=""32.366324""","=""44.55784""","=""3d3.(4F).4p""","=""5F*""","=""5""","=""3d3.(4F).4d""","=""5F""","=""5""",11,11,,"=""T9277""","=""L11803""",
"=""1017.134""","=""4.5e+08""","=""5.e-02""",D,"=""33.133599""","=""45.32317""","=""3d3.(4F).4p""","=""3F*""","=""3""","=""3d3.(4F).4d""","=""3F""","=""2""",7,5,,"=""T9277""","=""L11803""",
"=""1017.194""","=""6.6e+08""","=""1.0e-01""",D+,"=""32.300505""","=""44.48935""","=""3d3.(4F).4p""","=""5F*""","=""4""","=""3d3.(4F).4d""","=""5F""","=""4""",9,9,,"=""T9277""","=""L11803""",
"=""1017.3765""","=""7.7e+08""","=""1.7e-01""",D+,"=""34.782474""","=""46.969132""","=""3d3.(2G).4p""","=""3F*""","=""2""","=""3d3.(2G).4d""","=""3G""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1017.3883""","=""1.8e+09""","=""3.4e-01""",C,"=""34.761070""","=""46.94759""","=""3d3.(2G).4p""","=""3F*""","=""4""","=""3d3.(2G).4d""","=""1H""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1017.479""","=""2.5e+09""","=""3.8e-01""",C,"=""32.382159""","=""44.56760""","=""3d3.(4F).4p""","=""3D*""","=""3""","=""3d3.(4F).4d""","=""3D""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""1017.8551""","=""1.0e+09""","=""2.5e-01""",D+,"=""35.180999""","=""47.36193""","=""3d3.(2P).4p""","=""3D*""","=""1""","=""3d3.(2G).4d""","=""3D""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1018.060""","=""2.6e+09""","=""5.0e-01""",C+,"=""33.218905""","=""45.39738""","=""3d3.(4F).4p""","=""3F*""","=""4""","=""3d3.(4F).4d""","=""3G""","=""5""",9,11,,"=""T9277""","=""L11803""",
"=""1018.198""","=""2.4e+09""","=""3.7e-01""",D+,"=""32.235326""","=""44.41216""","=""3d3.(4F).4p""","=""5F*""","=""1""","=""3d3.(4F).4d""","=""5F""","=""1""",3,3,,"=""T9277""","=""L11803""",
"=""1018.5332""","=""5.e+07""","=""6.e-03""",E,"=""34.653885""","=""46.826703""","=""3d3.(2G).4p""","=""3G*""","=""4""","=""3d3.(4P).4d""","=""3D""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1019.476""","=""3.5e+08""","=""4.2e-02""",D,"=""33.218905""","=""45.38046""","=""3d3.(4F).4p""","=""3F*""","=""4""","=""3d3.(4F).4d""","=""3F""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1020.261""","=""1.0e+08""","=""2.3e-02""",D,"=""32.286922""","=""44.43912""","=""3d3.(4F).4p""","=""3D*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1020.361""","=""2.5e+09""","=""5.1e-01""",C,"=""33.133599""","=""45.28461""","=""3d3.(4F).4p""","=""3F*""","=""3""","=""3d3.(4F).4d""","=""3G""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1020.4117""","=""2.2e+08""","=""3.5e-02""",D,"=""34.818723""","=""46.969132""","=""3d3.(2G).4p""","=""3F*""","=""3""","=""3d3.(2G).4d""","=""3G""","=""3""",7,7,,"=""T9277""","=""L11803""",
"=""1020.643""","=""2.3e+08""","=""6.e-02""",D,"=""32.235326""","=""44.38298""","=""3d3.(4F).4p""","=""5F*""","=""1""","=""3d3.(4F).4d""","=""5F""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1021.011""","=""4.8e+09""","=""8.6e-01""",C+,"=""36.248718""","=""48.39200""","=""3d3.(2H).4p""","=""1I*""","=""6""","=""3d3.(2H).4d""","=""1K""","=""7""",13,15,,"=""T9277""","=""L11803""",
"=""1021.1244""","=""9.1e+08""","=""1.8e-01""",D+,"=""34.818723""","=""46.960652""","=""3d3.(2G).4p""","=""3F*""","=""3""","=""3d3.(2G).4d""","=""3G""","=""4""",7,9,,"=""T9277""","=""L11803""",
"=""1021.1735""","=""1.9e+08""","=""3.0e-02""",D,"=""35.638065""","=""47.77941""","=""3d3.(2H).4p""","=""3I*""","=""5""","=""3d3.(2H).4d""","=""1H""","=""5""",11,11,,"=""T9277""","=""L11803""",
"=""1021.403""","=""3.9e+08""","=""4.7e-02""",D,"=""32.300505""","=""44.43912""","=""3d3.(4F).4p""","=""5F*""","=""4""","=""3d3.(4F).4d""","=""5F""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1021.5097""","=""4.0e+08""","=""4.4e-02""",D,"=""32.230310""","=""44.367659""","=""3d3.(4F).4p""","=""5F*""","=""3""","=""3d3.(4F).4d""","=""5P""","=""2""",7,5,,"=""T9277""","=""L11803""",
"=""1022.053""","=""2.6e+09""","=""5.7e-01""",C,"=""33.055790""","=""45.18669""","=""3d3.(4F).4p""","=""3F*""","=""2""","=""3d3.(4F).4d""","=""3G""","=""3""",5,7,,"=""T9277""","=""L11803""",
"=""1022.475""","=""1.1e+09""","=""1.7e-01""",D+,"=""36.00587""","=""48.13176""","=""3d3.(2P).4p""","=""3P*""","=""2""","=""3d3.(2P).4d""","=""3P""","=""2""",5,5,,"=""T9277""","=""L11803""",
"=""1022.530""","=""6.e+08""","=""5.e-02""",D,"=""32.286922""","=""44.41216""","=""3d3.(4F).4p""","=""3D*""","=""2""","=""3d3.(4F).4d""","=""5F""","=""1""",5,3,,"=""T9277""","=""L11803""",
"=""1022.5711""","=""9.e+08""","=""2.4e-01""",D+,"=""35.180999""","=""47.305749""","=""3d3.(2P).4p""","=""3D*""","=""1""","=""3d3.(4P).4d""","=""3F""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1022.717""","=""1.4e+08""","=""1.8e-02""",D,"=""32.366324""","=""44.48935""","=""3d3.(4F).4p""","=""5F*""","=""5""","=""3d3.(4F).4d""","=""5F""","=""4""",11,9,,"=""T9277""","=""L11803""",
"=""1022.725""","=""1.8e+08""","=""3.3e-02""",D,"=""35.638065""","=""47.76099""","=""3d3.(2H).4p""","=""3I*""","=""5""","=""3d3.(2H).4d""","=""3I""","=""6""",11,13,,"=""T9277""","=""L11803""",
"=""1023.085""","=""1.4e+08""","=""1.7e-02""",D,"=""36.256778""","=""48.37544""","=""3d3.(2H).4p""","=""3G*""","=""4""","=""3d3.(2H).4d""","=""1F""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1023.1719""","=""8.e+07""","=""1.0e-02""",E,"=""36.239008""","=""48.356639""","=""3d3.(2H).4p""","=""3G*""","=""5""","=""3d3.(2H).4d""","=""1G""","=""4""",11,9,,"=""T9277""","=""L11803""",
"=""1024.326""","=""6.e+08""","=""1.5e-01""",D,"=""36.027773""","=""48.13176""","=""3d3.(2D2).4p""","=""3P*""","=""1""","=""3d3.(2P).4d""","=""3P""","=""2""",3,5,,"=""T9277""","=""L11803""",
"=""1024.6746""","=""1.7e+08""","=""2.6e-02""",D,"=""36.256778""","=""48.356639""","=""3d3.(2H).4p""","=""3G*""","=""4""","=""3d3.(2H).4d""","=""1G""","=""4""",9,9,,"=""T9277""","=""L11803""",
"=""1024.8027""","=""5.e+07""","=""6.e-03""",E,"=""34.968218""","=""47.06657""","=""3d3.(2G).4p""","=""1G*""","=""4""","=""3d3.(4P).4d""","=""5P""","=""3""",9,7,,"=""T9277""","=""L11803""",
"=""1025.231""","=""1.6e+09""","=""2.5e-01""",C,"=""35.638065""","=""47.73136""","=""3d3.(2H).4p""","=""3I*""","=""5""","=""3d3.(2H).4d""","=""3I""","=""5""",11,11,,"=""T9277""","=""L11803""",
"=""1025.5410""","=""6.e+07""","=""1.2e-02""",D,"=""36.267001""","=""48.356639""","=""3d3.(2H).4p""","=""3G*""","=""3""","=""3d3.(2H).4d""","=""1G""","=""4""",7,9,,"=""T9277""","=""L11803""",
